YYYYMMDDHHMM,Unnamed: 0,TYPE,TYPE.1,BBSSS,TUDE,TUDE.1,(M),(HP=MB),(HP=MB).1,(HP=MB).2,(C),(C).1,(%),DIR,SPD(M/S),VIS(M),(KG/M2),(KG/M2).1,|,PRES,PMSL,TMDB,ALSE,TMDP,REHU,WDIR,WSPD,TP03,TP24,HOVI,wind_math_direction,wind_x,wind_y
2018-09-11 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1007.3,-9999.9,33.5,28.8,-9999.9,70.0,3.1,7000.0,-9999.9,-9999.9,|,-9999.9,100730.0,306.65,-9999.9,301.95,-9999.9,70.0,3.1,-9999.9,-9999.9,7000.0,200.0,1.5102817925217182,-2.7072216213633835
2018-09-11 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1006.4,-9999.9,33.1,28.4,-9999.9,120.0,2.1,9000.0,-9999.9,-9999.9,|,-9999.9,100640.0,306.25,-9999.9,301.55,-9999.9,120.0,2.1,-9999.9,-9999.9,9000.0,150.0,1.4684266936045878,-1.5012405022212458
2018-09-12 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1006.3,-9999.9,32.5,28.5,-9999.9,110.0,1.0,9000.0,-9999.9,-9999.9,|,-9999.9,100630.0,305.65,-9999.9,301.65,-9999.9,110.0,1.0,-9999.9,-9999.9,9000.0,160.0,-0.9756293127952373,0.21942525837900473
2018-09-12 03:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1007.8,-9999.9,31.9,28.3,-9999.9,0.0,0.0,7000.0,-9999.9,-9999.9,|,-9999.9,100780.0,305.05,-9999.9,301.45,-9999.9,0.0,0.0,-9999.9,-9999.9,7000.0,270.0,0.0,-0.0
2018-09-12 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1008.2,-9999.9,35.9,29.5,-9999.9,0.0,1.5,6000.0,-9999.9,-9999.9,|,-9999.9,100820.0,309.05,-9999.9,302.65,-9999.9,0.0,1.5,-9999.9,-9999.9,6000.0,270.0,1.4765729259487572,-0.2640689197068171
2018-09-12 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1006.9,-9999.9,36.4,29.2,-9999.9,10.0,3.1,12000.0,-9999.9,-9999.9,|,-9999.9,100690.0,309.55,-9999.9,302.35,-9999.9,10.0,3.1,-9999.9,-9999.9,12000.0,260.0,-2.2636018871514776,2.1180430818291374
2018-09-12 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.4,-9999.9,35.8,27.6,-9999.9,50.0,3.6,8000.0,-9999.9,-9999.9,|,-9999.9,100540.0,308.95,-9999.9,300.75,-9999.9,50.0,3.6,-9999.9,-9999.9,8000.0,220.0,3.5859066151381978,0.3182353649551134
2018-09-12 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.8,-9999.9,33.9,28.0,-9999.9,100.0,3.6,7000.0,-9999.9,-9999.9,|,-9999.9,100480.0,307.05,-9999.9,301.15,-9999.9,100.0,3.6,-9999.9,-9999.9,7000.0,170.0,3.3767811076299896,1.2479380397893092
2018-09-12 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.9,-9999.9,33.5,28.8,-9999.9,110.0,2.6,7000.0,-9999.9,-9999.9,|,-9999.9,100490.0,306.65,-9999.9,301.95,-9999.9,110.0,2.6,-9999.9,-9999.9,7000.0,160.0,-2.536636213267617,0.5705056717854123
2018-09-12 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.4,-9999.9,33.8,28.4,-9999.9,160.0,2.1,7000.0,-9999.9,-9999.9,|,-9999.9,100440.0,306.95,-9999.9,301.55,-9999.9,160.0,2.1,-9999.9,-9999.9,7000.0,110.0,-2.097943707960761,-0.09290962397864903
2018-09-13 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.5,-9999.9,32.5,26.9,-9999.9,0.0,0.0,8000.0,-9999.9,-9999.9,|,-9999.9,100350.0,305.65,-9999.9,300.05,-9999.9,0.0,0.0,-9999.9,-9999.9,8000.0,270.0,0.0,-0.0
2018-09-13 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.5,-9999.9,32.2,28.0,-9999.9,0.0,0.5,8000.0,-9999.9,-9999.9,|,-9999.9,100450.0,305.35,-9999.9,301.15,-9999.9,0.0,0.5,-9999.9,-9999.9,8000.0,270.0,0.49219097531625244,-0.0880229732356057
2018-09-13 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.3,-9999.9,35.8,28.6,-9999.9,100.0,3.1,8000.0,-9999.9,-9999.9,|,-9999.9,100530.0,308.95,-9999.9,301.75,-9999.9,100.0,3.1,-9999.9,-9999.9,8000.0,170.0,2.9077837315702686,1.074613312040794
2018-09-13 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.0,-9999.9,37.2,29.2,-9999.9,100.0,5.7,7000.0,-9999.9,-9999.9,|,-9999.9,100400.0,310.35,-9999.9,302.35,-9999.9,100.0,5.7,-9999.9,-9999.9,7000.0,170.0,5.346570087080817,1.9759018963330728
2018-09-13 12:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1002.7,-9999.9,37.7,26.8,-9999.9,40.0,3.6,7000.0,-9999.9,-9999.9,|,-9999.9,100270.0,310.85,-9999.9,299.95,-9999.9,40.0,3.6,-9999.9,-9999.9,7000.0,230.0,-2.8357053899222087,-2.217831134592112
2018-09-13 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1002.5,-9999.9,35.1,27.7,-9999.9,70.0,2.1,6000.0,-9999.9,-9999.9,|,-9999.9,100250.0,308.25,-9999.9,300.85,-9999.9,70.0,2.1,-9999.9,-9999.9,6000.0,200.0,1.0230941175147124,-1.8339243241493888
2018-09-13 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.3,-9999.9,33.8,28.4,-9999.9,90.0,2.6,6000.0,-9999.9,-9999.9,|,-9999.9,100330.0,306.95,-9999.9,301.55,-9999.9,90.0,2.6,-9999.9,-9999.9,6000.0,180.0,-1.5559961795504311,-2.0829968529079594
2018-09-13 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1002.3,-9999.9,33.4,28.0,-9999.9,120.0,2.1,6000.0,-9999.9,-9999.9,|,-9999.9,100230.0,306.55,-9999.9,301.15,-9999.9,120.0,2.1,-9999.9,-9999.9,6000.0,150.0,1.4684266936045878,-1.5012405022212458
2018-09-14 00:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1001.5,-9999.9,33.8,26.7,-9999.9,250.0,1.5,6000.0,-9999.9,-9999.9,|,-9999.9,100150.0,306.95,-9999.9,299.85,-9999.9,250.0,1.5,-9999.9,-9999.9,6000.0,20.0,0.6121230927200879,1.3694178760914415
2018-09-14 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1002.6,-9999.9,32.7,28.9,-9999.9,260.0,1.5,6000.0,-9999.9,-9999.9,|,-9999.9,100260.0,305.85,-9999.9,302.05,-9999.9,260.0,1.5,-9999.9,-9999.9,6000.0,10.0,-1.2586072936146786,-0.8160316663340547
2018-09-14 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.6,-9999.9,37.1,25.9,-9999.9,210.0,2.1,7000.0,-9999.9,-9999.9,|,-9999.9,100360.0,310.25,-9999.9,299.05,-9999.9,210.0,2.1,-9999.9,-9999.9,7000.0,60.0,-2.0000672588718285,-0.6401023043146551
2018-09-14 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1002.7,-9999.9,37.6,26.4,-9999.9,100.0,3.1,8000.0,-9999.9,-9999.9,|,-9999.9,100270.0,310.75,-9999.9,299.55,-9999.9,100.0,3.1,-9999.9,-9999.9,8000.0,170.0,2.9077837315702686,1.074613312040794
2018-09-14 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1001.7,-9999.9,36.7,27.6,-9999.9,90.0,4.1,7000.0,-9999.9,-9999.9,|,-9999.9,100170.0,309.85,-9999.9,300.75,-9999.9,90.0,4.1,-9999.9,-9999.9,7000.0,180.0,-2.453686283137218,-3.2847258065087046
2018-09-14 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1002.2,-9999.9,34.5,29.3,-9999.9,100.0,3.6,5000.0,-9999.9,-9999.9,|,-9999.9,100220.0,307.65,-9999.9,302.45,-9999.9,100.0,3.6,-9999.9,-9999.9,5000.0,170.0,3.3767811076299896,1.2479380397893092
2018-09-14 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.2,-9999.9,33.6,29.8,-9999.9,120.0,2.6,6000.0,-9999.9,-9999.9,|,-9999.9,100320.0,306.75,-9999.9,302.95,-9999.9,120.0,2.6,-9999.9,-9999.9,6000.0,150.0,1.8180520968437754,-1.858678717035828
2018-09-14 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.0,-9999.9,33.2,27.6,-9999.9,90.0,2.6,6000.0,-9999.9,-9999.9,|,-9999.9,100300.0,306.35,-9999.9,300.75,-9999.9,90.0,2.6,-9999.9,-9999.9,6000.0,180.0,-1.5559961795504311,-2.0829968529079594
2018-09-15 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1002.4,-9999.9,33.0,27.9,-9999.9,130.0,2.1,6000.0,-9999.9,-9999.9,|,-9999.9,100240.0,306.15,-9999.9,301.05,-9999.9,130.0,2.1,-9999.9,-9999.9,6000.0,140.0,-0.4154085054089633,2.0585032848246545
2018-09-15 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.7,-9999.9,32.4,29.0,-9999.9,120.0,2.6,6000.0,-9999.9,-9999.9,|,-9999.9,100370.0,305.55,-9999.9,302.15,-9999.9,120.0,2.6,-9999.9,-9999.9,6000.0,150.0,1.8180520968437754,-1.858678717035828
2018-09-15 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.1,-9999.9,37.2,25.0,-9999.9,160.0,2.1,9000.0,-9999.9,-9999.9,|,-9999.9,100510.0,310.35,-9999.9,298.15,-9999.9,160.0,2.1,-9999.9,-9999.9,9000.0,110.0,-2.097943707960761,-0.09290962397864903
2018-09-15 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.2,-9999.9,37.1,26.2,-9999.9,110.0,6.7,8000.0,-9999.9,-9999.9,|,-9999.9,100420.0,310.25,-9999.9,299.35,-9999.9,110.0,6.7,-9999.9,-9999.9,8000.0,160.0,-6.5367163957280905,1.4701492311393318
2018-09-15 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.1,-9999.9,38.5,21.2,-9999.9,60.0,3.6,8000.0,-9999.9,-9999.9,|,-9999.9,100310.0,311.65,-9999.9,294.35,-9999.9,60.0,3.6,-9999.9,-9999.9,8000.0,210.0,-3.1819589034565383,1.6837866660339322
2018-09-15 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.7,-9999.9,34.1,28.2,-9999.9,80.0,4.1,7000.0,-9999.9,-9999.9,|,-9999.9,100370.0,307.25,-9999.9,301.35,-9999.9,80.0,4.1,-9999.9,-9999.9,7000.0,190.0,0.2718581192420162,4.090977042590461
2018-09-15 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.7,-9999.9,33.7,28.1,-9999.9,90.0,3.1,6000.0,-9999.9,-9999.9,|,-9999.9,100470.0,306.85,-9999.9,301.25,-9999.9,90.0,3.1,-9999.9,-9999.9,6000.0,180.0,-1.85522621407936,-2.4835731707748745
2018-09-15 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.3,-9999.9,33.0,28.5,-9999.9,100.0,2.6,6000.0,-9999.9,-9999.9,|,-9999.9,100430.0,306.15,-9999.9,301.65,-9999.9,100.0,2.6,-9999.9,-9999.9,6000.0,170.0,2.438786355510548,0.9012885842922788
2018-09-16 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.8,-9999.9,31.5,27.9,-9999.9,0.0,0.0,4000.0,-9999.9,-9999.9,|,-9999.9,100380.0,304.65,-9999.9,301.05,-9999.9,0.0,0.0,-9999.9,-9999.9,4000.0,270.0,0.0,-0.0
2018-09-16 03:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.6,-9999.9,31.5,27.9,-9999.9,330.0,1.5,3500.0,-9999.9,-9999.9,|,-9999.9,100560.0,304.65,-9999.9,301.05,-9999.9,330.0,1.5,-9999.9,-9999.9,3500.0,300.0,-0.03314492891802591,-1.4996337598517242
2018-09-16 06:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1006.5,-9999.9,35.1,28.5,-9999.9,90.0,1.5,5000.0,-9999.9,-9999.9,|,-9999.9,100650.0,308.25,-9999.9,301.65,-9999.9,90.0,1.5,-9999.9,-9999.9,5000.0,180.0,-0.8976901035867871,-1.2017289536007456
2018-09-16 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.6,-9999.9,36.2,28.2,-9999.9,0.0,2.1,6000.0,-9999.9,-9999.9,|,-9999.9,100460.0,309.35,-9999.9,301.35,-9999.9,0.0,2.1,-9999.9,-9999.9,6000.0,270.0,2.0672020963282605,-0.369696487589544
2018-09-16 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.2,-9999.9,37.2,26.3,-9999.9,350.0,2.6,6000.0,-9999.9,-9999.9,|,-9999.9,100320.0,310.35,-9999.9,299.45,-9999.9,350.0,2.6,-9999.9,-9999.9,6000.0,280.0,-2.396522907686221,-1.0083044941559967
2018-09-16 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.4,-9999.9,34.6,25.9,-9999.9,50.0,2.1,7000.0,-9999.9,-9999.9,|,-9999.9,100340.0,307.75,-9999.9,299.05,-9999.9,50.0,2.1,-9999.9,-9999.9,7000.0,220.0,2.091778858830615,0.18563729622381614
2018-09-16 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.2,-9999.9,33.5,27.2,-9999.9,100.0,2.6,5000.0,-9999.9,-9999.9,|,-9999.9,100420.0,306.65,-9999.9,300.35,-9999.9,100.0,2.6,-9999.9,-9999.9,5000.0,170.0,2.438786355510548,0.9012885842922788
2018-09-16 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.2,-9999.9,32.8,27.9,-9999.9,120.0,2.1,6000.0,-9999.9,-9999.9,|,-9999.9,100320.0,305.95,-9999.9,301.05,-9999.9,120.0,2.1,-9999.9,-9999.9,6000.0,150.0,1.4684266936045878,-1.5012405022212458
2018-09-17 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1002.9,-9999.9,31.8,28.4,-9999.9,100.0,1.0,5000.0,-9999.9,-9999.9,|,-9999.9,100290.0,304.95,-9999.9,301.55,-9999.9,100.0,1.0,-9999.9,-9999.9,5000.0,170.0,0.9379947521194415,0.3466494554970303
2018-09-17 03:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.1,-9999.9,31.5,27.9,-9999.9,0.0,1.0,3500.0,-9999.9,-9999.9,|,-9999.9,100410.0,304.65,-9999.9,301.05,-9999.9,0.0,1.0,-9999.9,-9999.9,3500.0,270.0,0.9843819506325049,-0.1760459464712114
2018-09-17 06:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.8,-9999.9,34.9,28.0,-9999.9,110.0,2.1,6000.0,-9999.9,-9999.9,|,-9999.9,100480.0,308.05,-9999.9,301.15,-9999.9,110.0,2.1,-9999.9,-9999.9,6000.0,160.0,-2.0488215568699983,0.46079304259591
2018-09-17 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.6,-9999.9,35.7,28.8,-9999.9,100.0,5.7,6000.0,-9999.9,-9999.9,|,-9999.9,100360.0,308.85,-9999.9,301.95,-9999.9,100.0,5.7,-9999.9,-9999.9,6000.0,170.0,5.346570087080817,1.9759018963330728
2018-09-17 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1002.4,-9999.9,37.4,20.2,-9999.9,90.0,3.6,7000.0,-9999.9,-9999.9,|,-9999.9,100240.0,310.55,-9999.9,293.35,-9999.9,90.0,3.6,-9999.9,-9999.9,7000.0,180.0,-2.154456248608289,-2.8841494886417895
2018-09-17 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1002.6,-9999.9,34.1,28.0,-9999.9,90.0,5.1,8000.0,-9999.9,-9999.9,|,-9999.9,100260.0,307.25,-9999.9,301.15,-9999.9,90.0,5.1,-9999.9,-9999.9,8000.0,180.0,-3.0521463521950762,-4.085878442242535
2018-09-17 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.7,-9999.9,33.6,27.0,-9999.9,110.0,4.1,8000.0,-9999.9,-9999.9,|,-9999.9,100370.0,306.75,-9999.9,300.15,-9999.9,110.0,4.1,-9999.9,-9999.9,8000.0,160.0,-4.000080182460473,0.8996435593539193
2018-09-17 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.2,-9999.9,32.9,27.3,-9999.9,120.0,1.5,9000.0,-9999.9,-9999.9,|,-9999.9,100320.0,306.05,-9999.9,300.45,-9999.9,120.0,1.5,-9999.9,-9999.9,9000.0,150.0,1.0488762097175628,-1.072314644443747
2018-09-18 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.3,-9999.9,32.7,27.6,-9999.9,80.0,2.1,8000.0,-9999.9,-9999.9,|,-9999.9,100330.0,305.85,-9999.9,300.75,-9999.9,80.0,2.1,-9999.9,-9999.9,8000.0,190.0,0.13924440253859366,2.0953784852292605
2018-09-18 03:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.9,-9999.9,32.2,27.5,-9999.9,100.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,100490.0,305.35,-9999.9,300.65,-9999.9,100.0,1.5,-9999.9,-9999.9,12000.0,170.0,1.4069921281791622,0.5199741832455455
2018-09-18 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1006.2,-9999.9,34.2,28.1,-9999.9,100.0,3.6,12000.0,-9999.9,-9999.9,|,-9999.9,100620.0,307.35,-9999.9,301.25,-9999.9,100.0,3.6,-9999.9,-9999.9,12000.0,170.0,3.3767811076299896,1.2479380397893092
2018-09-18 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.0,-9999.9,35.0,27.4,-9999.9,80.0,3.6,14000.0,-9999.9,-9999.9,|,-9999.9,100500.0,308.15,-9999.9,300.55,-9999.9,80.0,3.6,-9999.9,-9999.9,14000.0,190.0,0.23870469006616057,3.592077403250161
2018-09-18 12:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1003.5,-9999.9,35.4,27.7,-9999.9,80.0,5.7,12000.0,-9999.9,-9999.9,|,-9999.9,100350.0,308.55,-9999.9,300.85,-9999.9,80.0,5.7,-9999.9,-9999.9,12000.0,190.0,0.37794909260475423,5.6874558884794215
2018-09-18 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.0,-9999.9,34.3,28.7,-9999.9,80.0,5.1,10000.0,-9999.9,-9999.9,|,-9999.9,100400.0,307.45,-9999.9,301.85,-9999.9,80.0,5.1,-9999.9,-9999.9,10000.0,190.0,0.33816497759372743,5.088776321271061
2018-09-18 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1006.0,-9999.9,33.5,29.0,-9999.9,90.0,4.1,10000.0,-9999.9,-9999.9,|,-9999.9,100600.0,306.65,-9999.9,302.15,-9999.9,90.0,4.1,-9999.9,-9999.9,10000.0,180.0,-2.453686283137218,-3.2847258065087046
2018-09-18 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.2,-9999.9,32.9,28.2,-9999.9,100.0,2.1,10000.0,-9999.9,-9999.9,|,-9999.9,100520.0,306.05,-9999.9,301.35,-9999.9,100.0,2.1,-9999.9,-9999.9,10000.0,170.0,1.9697889794508272,0.7279638565437636
2018-09-19 00:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.1,-9999.9,32.6,27.9,-9999.9,90.0,3.1,10000.0,-9999.9,-9999.9,|,-9999.9,100510.0,305.75,-9999.9,301.05,-9999.9,90.0,3.1,-9999.9,-9999.9,10000.0,180.0,-1.85522621407936,-2.4835731707748745
2018-09-19 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.9,-9999.9,32.6,28.4,-9999.9,140.0,2.1,10000.0,-9999.9,-9999.9,|,-9999.9,100590.0,305.75,-9999.9,301.55,-9999.9,140.0,2.1,-9999.9,-9999.9,10000.0,130.0,-0.7713117939548626,-1.9532224953922
2018-09-19 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1007.7,-9999.9,35.5,28.2,-9999.9,80.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,100770.0,308.65,-9999.9,301.35,-9999.9,80.0,2.6,-9999.9,-9999.9,12000.0,190.0,0.1723978317144493,2.5942781245695605
2018-09-19 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1006.3,-9999.9,35.7,26.9,-9999.9,90.0,4.1,10000.0,-9999.9,-9999.9,|,-9999.9,100630.0,308.85,-9999.9,300.05,-9999.9,90.0,4.1,-9999.9,-9999.9,10000.0,180.0,-2.453686283137218,-3.2847258065087046
2018-09-19 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.9,-9999.9,35.5,28.1,-9999.9,80.0,4.6,9000.0,-9999.9,-9999.9,|,-9999.9,100490.0,308.65,-9999.9,301.25,-9999.9,80.0,4.6,-9999.9,-9999.9,9000.0,190.0,0.3050115484178718,4.589876681930761
2018-09-19 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.8,-9999.9,34.7,25.7,-9999.9,70.0,2.6,10000.0,-9999.9,-9999.9,|,-9999.9,100480.0,307.85,-9999.9,298.85,-9999.9,70.0,2.6,-9999.9,-9999.9,10000.0,200.0,1.2666879550182153,-2.270572972756386
2018-09-19 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1006.1,-9999.9,33.9,26.8,-9999.9,70.0,2.6,10000.0,-9999.9,-9999.9,|,-9999.9,100610.0,307.05,-9999.9,299.95,-9999.9,70.0,2.6,-9999.9,-9999.9,10000.0,200.0,1.2666879550182153,-2.270572972756386
2018-09-19 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.1,-9999.9,33.5,26.9,-9999.9,70.0,1.0,10000.0,-9999.9,-9999.9,|,-9999.9,100510.0,306.65,-9999.9,300.05,-9999.9,70.0,1.0,-9999.9,-9999.9,10000.0,200.0,0.4871876750070059,-0.8732972972139946
2018-09-20 00:00:00,3.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.8,-9999.9,32.9,26.4,-9999.9,310.0,1.5,10000.0,-9999.9,-9999.9,|,-9999.9,100480.0,306.05,-9999.9,299.55,-9999.9,310.0,1.5,-9999.9,-9999.9,10000.0,320.0,1.355557667955921,-0.6422331421266774
2018-09-20 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.9,-9999.9,32.9,27.8,-9999.9,0.0,1.0,8000.0,-9999.9,-9999.9,|,-9999.9,100590.0,306.05,-9999.9,300.95,-9999.9,0.0,1.0,-9999.9,-9999.9,8000.0,270.0,0.9843819506325049,-0.1760459464712114
2018-09-20 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1006.8,-9999.9,36.1,26.8,-9999.9,260.0,2.1,9000.0,-9999.9,-9999.9,|,-9999.9,100680.0,309.25,-9999.9,299.95,-9999.9,260.0,2.1,-9999.9,-9999.9,9000.0,10.0,-1.7620502110605503,-1.1424443328676765
2018-09-20 09:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.4,-9999.9,40.0,22.5,-9999.9,240.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,100540.0,313.15,-9999.9,295.65,-9999.9,240.0,1.5,-9999.9,-9999.9,12000.0,30.0,0.23137717483137607,-1.4820474361392928
2018-09-20 12:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.4,-9999.9,36.0,27.2,-9999.9,20.0,5.1,7000.0,-9999.9,-9999.9,|,-9999.9,100440.0,309.15,-9999.9,300.35,-9999.9,20.0,5.1,-9999.9,-9999.9,7000.0,250.0,1.229040356954819,-4.949692899663207
2018-09-20 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.4,-9999.9,33.8,27.2,-9999.9,50.0,3.6,8000.0,-9999.9,-9999.9,|,-9999.9,100440.0,306.95,-9999.9,300.35,-9999.9,50.0,3.6,-9999.9,-9999.9,8000.0,220.0,3.5859066151381978,0.3182353649551134
2018-09-20 18:00:00,3.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1006.1,-9999.9,33.4,27.3,-9999.9,50.0,2.6,7000.0,-9999.9,-9999.9,|,-9999.9,100610.0,306.55,-9999.9,300.45,-9999.9,50.0,2.6,-9999.9,-9999.9,7000.0,220.0,2.589821444266476,0.2298366524675819
2018-09-20 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1005.0,-9999.9,32.5,27.4,-9999.9,80.0,1.5,7000.0,-9999.9,-9999.9,|,-9999.9,100500.0,305.65,-9999.9,300.55,-9999.9,80.0,1.5,-9999.9,-9999.9,7000.0,190.0,0.0994602875275669,1.4966989180209005
2018-09-21 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1004.5,-9999.9,32.4,26.8,-9999.9,0.0,1.0,7000.0,-9999.9,-9999.9,|,-9999.9,100450.0,305.55,-9999.9,299.95,-9999.9,0.0,1.0,-9999.9,-9999.9,7000.0,270.0,0.9843819506325049,-0.1760459464712114
