YYYYMMDDHHMM,Unnamed: 0,TYPE,TYPE.1,BBSSS,TUDE,TUDE.1,(M),(HP=MB),(HP=MB).1,(HP=MB).2,(C),(C).1,(%),DIR,SPD(M/S),VIS(M),(KG/M2),(KG/M2).1,|,PRES,PMSL,TMDB,ALSE,TMDP,REHU,WDIR,WSPD,TP03,TP24,HOVI,wind_math_direction,wind_x,wind_y
2017-11-05 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.4,-9999.9,26.0,16.4,-9999.9,90.0,1.0,12000.0,-9999.9,-9999.9,|,-9999.9,101540.0,299.15,-9999.9,289.55,-9999.9,90.0,1.0,-9999.9,-9999.9,12000.0,180.0,-0.5984600690578581,-0.8011526357338304
2017-11-06 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.3,-9999.9,26.8,15.7,-9999.9,60.0,1.5,14000.0,-9999.9,-9999.9,|,-9999.9,101530.0,299.95,-9999.9,288.85,-9999.9,60.0,1.5,-9999.9,-9999.9,14000.0,210.0,-1.3258162097735577,0.7015777775141384
2017-11-06 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.7,-9999.9,27.6,15.5,-9999.9,80.0,2.1,20000.0,-9999.9,-9999.9,|,-9999.9,101670.0,300.75,-9999.9,288.65,-9999.9,80.0,2.1,-9999.9,-9999.9,20000.0,190.0,0.13924440253859366,2.0953784852292605
2017-11-06 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1018.2,-9999.9,30.3,14.7,-9999.9,140.0,3.1,16000.0,-9999.9,-9999.9,|,-9999.9,101820.0,303.45,-9999.9,287.85,-9999.9,140.0,3.1,-9999.9,-9999.9,16000.0,130.0,-1.1386031244095591,-2.883328445578962
2017-11-06 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.6,-9999.9,31.7,14.2,-9999.9,140.0,2.6,20000.0,-9999.9,-9999.9,|,-9999.9,101660.0,304.85,-9999.9,287.35,-9999.9,140.0,2.6,-9999.9,-9999.9,20000.0,130.0,-0.9549574591822109,-2.4182754704855807
2017-11-06 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.3,-9999.9,30.0,18.3,-9999.9,340.0,3.1,16000.0,-9999.9,-9999.9,|,-9999.9,101530.0,303.15,-9999.9,291.45,-9999.9,340.0,3.1,-9999.9,-9999.9,16000.0,290.0,1.7435296729769059,2.5632214651584526
2017-11-06 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.8,-9999.9,28.6,18.9,-9999.9,350.0,3.1,16000.0,-9999.9,-9999.9,|,-9999.9,101580.0,301.75,-9999.9,292.05,-9999.9,350.0,3.1,-9999.9,-9999.9,16000.0,280.0,-2.8573926976258788,-1.2022092045706114
2017-11-06 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.8,-9999.9,28.5,18.8,-9999.9,50.0,2.6,16000.0,-9999.9,-9999.9,|,-9999.9,101680.0,301.65,-9999.9,291.95,-9999.9,50.0,2.6,-9999.9,-9999.9,16000.0,220.0,2.589821444266476,0.2298366524675819
2017-11-06 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.4,-9999.9,27.3,16.8,-9999.9,300.0,1.5,16000.0,-9999.9,-9999.9,|,-9999.9,101640.0,300.45,-9999.9,289.95,-9999.9,300.0,1.5,-9999.9,-9999.9,16000.0,330.0,-1.4867982326328102,-0.1985724438081779
2017-11-07 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.9,-9999.9,27.2,15.1,-9999.9,260.0,1.5,18000.0,-9999.9,-9999.9,|,-9999.9,101590.0,300.35,-9999.9,288.25,-9999.9,260.0,1.5,-9999.9,-9999.9,18000.0,10.0,-1.2586072936146786,-0.8160316663340547
2017-11-07 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.6,-9999.9,25.8,16.5,-9999.9,330.0,0.5,16000.0,-9999.9,-9999.9,|,-9999.9,101660.0,298.95,-9999.9,289.65,-9999.9,330.0,0.5,-9999.9,-9999.9,16000.0,300.0,-0.011048309639341971,-0.49987791995057473
2017-11-07 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1017.9,-9999.9,30.2,14.6,-9999.9,60.0,2.1,16000.0,-9999.9,-9999.9,|,-9999.9,101790.0,303.35,-9999.9,287.75,-9999.9,60.0,2.1,-9999.9,-9999.9,16000.0,210.0,-1.8561426936829808,0.9822088885197938
2017-11-07 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.2,-9999.9,30.5,14.9,-9999.9,100.0,3.6,18000.0,-9999.9,-9999.9,|,-9999.9,101620.0,303.65,-9999.9,288.05,-9999.9,100.0,3.6,-9999.9,-9999.9,18000.0,170.0,3.3767811076299896,1.2479380397893092
2017-11-07 12:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.0,-9999.9,30.4,13.5,-9999.9,50.0,3.1,18000.0,-9999.9,-9999.9,|,-9999.9,101500.0,303.55,-9999.9,286.65,-9999.9,50.0,3.1,-9999.9,-9999.9,18000.0,220.0,3.0878640297023368,0.27403600871134765
2017-11-07 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.5,-9999.9,28.7,17.1,-9999.9,340.0,2.6,14000.0,-9999.9,-9999.9,|,-9999.9,101550.0,301.85,-9999.9,290.25,-9999.9,340.0,2.6,-9999.9,-9999.9,14000.0,290.0,1.4623152095935341,2.149798648197412
2017-11-07 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.5,-9999.9,27.8,16.9,-9999.9,350.0,1.5,14000.0,-9999.9,-9999.9,|,-9999.9,101650.0,300.95,-9999.9,290.05,-9999.9,350.0,1.5,-9999.9,-9999.9,14000.0,280.0,-1.3826093698189736,-0.5817141312438442
2017-11-07 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.1,-9999.9,27.1,16.0,-9999.9,350.0,1.5,14000.0,-9999.9,-9999.9,|,-9999.9,101610.0,300.25,-9999.9,289.15,-9999.9,350.0,1.5,-9999.9,-9999.9,14000.0,280.0,-1.3826093698189736,-0.5817141312438442
2017-11-08 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.6,-9999.9,26.9,17.6,-9999.9,270.0,2.1,14000.0,-9999.9,-9999.9,|,-9999.9,101560.0,300.05,-9999.9,290.75,-9999.9,270.0,2.1,-9999.9,-9999.9,14000.0,0.0,2.1,0.0
2017-11-08 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.3,-9999.9,26.3,17.0,-9999.9,310.0,1.0,16000.0,-9999.9,-9999.9,|,-9999.9,101630.0,299.45,-9999.9,290.15,-9999.9,310.0,1.0,-9999.9,-9999.9,16000.0,320.0,0.903705111970614,-0.42815542808445156
2017-11-08 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1017.7,-9999.9,29.2,19.1,-9999.9,300.0,2.6,14000.0,-9999.9,-9999.9,|,-9999.9,101770.0,302.35,-9999.9,292.25,-9999.9,300.0,2.6,-9999.9,-9999.9,14000.0,330.0,-2.5771169365635376,-0.34419223593417503
2017-11-08 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.7,-9999.9,30.1,18.8,-9999.9,320.0,3.1,12000.0,-9999.9,-9999.9,|,-9999.9,101570.0,303.25,-9999.9,291.95,-9999.9,320.0,3.1,-9999.9,-9999.9,12000.0,310.0,-1.6285776793982756,2.637751834833165
2017-11-08 12:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.4,-9999.9,30.3,13.9,-9999.9,300.0,4.6,12000.0,-9999.9,-9999.9,|,-9999.9,101440.0,303.45,-9999.9,287.05,-9999.9,300.0,4.6,-9999.9,-9999.9,12000.0,330.0,-4.559514580073951,-0.6089554943450789
2017-11-08 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.6,-9999.9,28.2,18.8,-9999.9,350.0,2.1,14000.0,-9999.9,-9999.9,|,-9999.9,101460.0,301.35,-9999.9,291.95,-9999.9,350.0,2.1,-9999.9,-9999.9,14000.0,280.0,-1.9356531177465632,-0.8143997837413819
2017-11-08 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.1,-9999.9,28.2,19.1,-9999.9,40.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,101510.0,301.35,-9999.9,292.25,-9999.9,40.0,1.5,-9999.9,-9999.9,12000.0,230.0,-1.1815439124675868,-0.9240963060800467
2017-11-08 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.1,-9999.9,26.8,18.5,-9999.9,360.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,101410.0,299.95,-9999.9,291.65,-9999.9,360.0,1.5,-9999.9,-9999.9,12000.0,270.0,1.4765729259487572,-0.2640689197068171
2017-11-09 00:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.7,-9999.9,26.1,18.1,-9999.9,0.0,0.5,12000.0,-9999.9,-9999.9,|,-9999.9,101370.0,299.25,-9999.9,291.25,-9999.9,0.0,0.5,-9999.9,-9999.9,12000.0,270.0,0.49219097531625244,-0.0880229732356057
2017-11-09 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.6,-9999.9,24.6,17.2,-9999.9,0.0,0.0,10000.0,-9999.9,-9999.9,|,-9999.9,101460.0,297.75,-9999.9,290.35,-9999.9,0.0,0.0,-9999.9,-9999.9,10000.0,270.0,0.0,-0.0
2017-11-09 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.1,-9999.9,28.7,19.5,-9999.9,250.0,2.6,10000.0,-9999.9,-9999.9,|,-9999.9,101610.0,301.85,-9999.9,292.65,-9999.9,250.0,2.6,-9999.9,-9999.9,10000.0,20.0,1.061013360714819,2.373657651891832
2017-11-09 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.8,-9999.9,30.7,9.3,-9999.9,280.0,3.1,12000.0,-9999.9,-9999.9,|,-9999.9,101380.0,303.85,-9999.9,282.45,-9999.9,280.0,3.1,-9999.9,-9999.9,12000.0,350.0,-0.8792631654647161,-2.972691757625901
2017-11-09 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.4,-9999.9,30.3,12.1,-9999.9,90.0,2.1,12000.0,-9999.9,-9999.9,|,-9999.9,101240.0,303.45,-9999.9,285.25,-9999.9,90.0,2.1,-9999.9,-9999.9,12000.0,180.0,-1.256766145021502,-1.682420535041044
2017-11-09 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.9,-9999.9,27.9,14.0,-9999.9,50.0,2.6,16000.0,-9999.9,-9999.9,|,-9999.9,101290.0,301.05,-9999.9,287.15,-9999.9,50.0,2.6,-9999.9,-9999.9,16000.0,220.0,2.589821444266476,0.2298366524675819
2017-11-09 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.2,-9999.9,27.3,17.1,-9999.9,150.0,2.1,12000.0,-9999.9,-9999.9,|,-9999.9,101220.0,300.45,-9999.9,290.25,-9999.9,150.0,2.1,-9999.9,-9999.9,12000.0,120.0,1.70978003810578,1.21928348684586
2017-11-10 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1011.8,-9999.9,26.5,16.6,-9999.9,160.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,101180.0,299.65,-9999.9,289.75,-9999.9,160.0,1.5,-9999.9,-9999.9,12000.0,110.0,-1.498531219971972,-0.06636401712760645
2017-11-10 03:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.9,-9999.9,25.8,19.1,-9999.9,0.0,1.0,12000.0,-9999.9,-9999.9,|,-9999.9,101290.0,298.95,-9999.9,292.25,-9999.9,0.0,1.0,-9999.9,-9999.9,12000.0,270.0,0.9843819506325049,-0.1760459464712114
2017-11-10 06:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.9,-9999.9,29.6,11.9,-9999.9,210.0,1.5,20000.0,-9999.9,-9999.9,|,-9999.9,101390.0,302.75,-9999.9,285.05,-9999.9,210.0,1.5,-9999.9,-9999.9,20000.0,60.0,-1.4286194706227344,-0.457215931653325
2017-11-10 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.5,-9999.9,30.3,14.3,-9999.9,40.0,3.6,20000.0,-9999.9,-9999.9,|,-9999.9,101250.0,303.45,-9999.9,287.45,-9999.9,40.0,3.6,-9999.9,-9999.9,20000.0,230.0,-2.8357053899222087,-2.217831134592112
2017-11-10 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1011.6,-9999.9,29.3,17.1,-9999.9,90.0,3.6,20000.0,-9999.9,-9999.9,|,-9999.9,101160.0,302.45,-9999.9,290.25,-9999.9,90.0,3.6,-9999.9,-9999.9,20000.0,180.0,-2.154456248608289,-2.8841494886417895
2017-11-10 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1012.6,-9999.9,27.4,19.1,-9999.9,80.0,2.1,18000.0,-9999.9,-9999.9,|,-9999.9,101260.0,300.55,-9999.9,292.25,-9999.9,80.0,2.1,-9999.9,-9999.9,18000.0,190.0,0.13924440253859366,2.0953784852292605
2017-11-10 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.5,-9999.9,26.2,19.0,-9999.9,100.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,101350.0,299.35,-9999.9,292.15,-9999.9,100.0,1.5,-9999.9,-9999.9,12000.0,170.0,1.4069921281791622,0.5199741832455455
2017-11-10 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.3,-9999.9,25.5,17.3,-9999.9,150.0,1.0,10000.0,-9999.9,-9999.9,|,-9999.9,101330.0,298.65,-9999.9,290.45,-9999.9,150.0,1.0,-9999.9,-9999.9,10000.0,120.0,0.8141809705265618,0.5806111842123143
2017-11-11 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.2,-9999.9,25.8,17.1,-9999.9,0.0,0.0,12000.0,-9999.9,-9999.9,|,-9999.9,101320.0,298.95,-9999.9,290.25,-9999.9,0.0,0.0,-9999.9,-9999.9,12000.0,270.0,0.0,-0.0
2017-11-11 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.2,-9999.9,24.4,17.8,-9999.9,290.0,1.0,14000.0,-9999.9,-9999.9,|,-9999.9,101420.0,297.55,-9999.9,290.95,-9999.9,290.0,1.0,-9999.9,-9999.9,14000.0,340.0,0.7596683100072248,0.6503107401625525
2017-11-11 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.5,-9999.9,28.9,17.6,-9999.9,90.0,2.1,16000.0,-9999.9,-9999.9,|,-9999.9,101550.0,302.05,-9999.9,290.75,-9999.9,90.0,2.1,-9999.9,-9999.9,16000.0,180.0,-1.256766145021502,-1.682420535041044
2017-11-11 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.9,-9999.9,29.6,15.9,-9999.9,20.0,4.1,16000.0,-9999.9,-9999.9,|,-9999.9,101490.0,302.75,-9999.9,289.05,-9999.9,20.0,4.1,-9999.9,-9999.9,16000.0,250.0,0.9880520516695603,-3.9791648801214015
2017-11-11 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.0,-9999.9,29.2,18.2,-9999.9,10.0,3.1,12000.0,-9999.9,-9999.9,|,-9999.9,101400.0,302.35,-9999.9,291.35,-9999.9,10.0,3.1,-9999.9,-9999.9,12000.0,260.0,-2.2636018871514776,2.1180430818291374
2017-11-11 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.9,-9999.9,27.9,17.9,-9999.9,10.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101490.0,301.05,-9999.9,291.05,-9999.9,10.0,2.6,-9999.9,-9999.9,12000.0,260.0,-1.8985048085786584,1.776423229921212
2017-11-11 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.7,-9999.9,27.5,19.2,-9999.9,30.0,1.5,12000.0,-9999.9,-9999.9,|,-9999.9,101570.0,300.65,-9999.9,292.35,-9999.9,30.0,1.5,-9999.9,-9999.9,12000.0,240.0,0.4886719583027221,1.4181677323816753
2017-11-11 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.9,-9999.9,26.2,19.0,-9999.9,0.0,0.5,14000.0,-9999.9,-9999.9,|,-9999.9,101490.0,299.35,-9999.9,292.15,-9999.9,0.0,0.5,-9999.9,-9999.9,14000.0,270.0,0.49219097531625244,-0.0880229732356057
2017-11-12 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.7,-9999.9,25.4,19.4,-9999.9,320.0,2.6,12000.0,-9999.9,-9999.9,|,-9999.9,101470.0,298.55,-9999.9,292.55,-9999.9,320.0,2.6,-9999.9,-9999.9,12000.0,310.0,-1.3659038601404891,2.212307990505235
2017-11-12 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.9,-9999.9,27.0,18.7,-9999.9,330.0,5.1,12000.0,-9999.9,-9999.9,|,-9999.9,101590.0,300.15,-9999.9,291.85,-9999.9,330.0,5.1,-9999.9,-9999.9,12000.0,300.0,-0.1126927583212881,-5.0987547834958615
2017-11-12 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1017.6,-9999.9,29.1,18.1,-9999.9,340.0,6.2,14000.0,-9999.9,-9999.9,|,-9999.9,101760.0,302.25,-9999.9,291.25,-9999.9,340.0,6.2,-9999.9,-9999.9,14000.0,290.0,3.4870593459538117,5.126442930316905
2017-11-12 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.2,-9999.9,29.2,17.9,-9999.9,340.0,8.2,14000.0,-9999.9,-9999.9,|,-9999.9,101620.0,302.35,-9999.9,291.05,-9999.9,340.0,8.2,-9999.9,-9999.9,14000.0,290.0,4.611917199487299,6.780134198161067
2017-11-12 12:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.5,-9999.9,28.4,17.2,-9999.9,330.0,8.8,12000.0,-9999.9,-9999.9,|,-9999.9,101450.0,301.55,-9999.9,290.35,-9999.9,330.0,8.8,-9999.9,-9999.9,12000.0,300.0,-0.1944502496524187,-8.797851391130116
2017-11-12 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.2,-9999.9,26.9,14.5,-9999.9,330.0,7.2,12000.0,-9999.9,-9999.9,|,-9999.9,101520.0,300.05,-9999.9,287.65,-9999.9,330.0,7.2,-9999.9,-9999.9,12000.0,300.0,-0.15909565880652438,-7.198242047288276
2017-11-12 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.2,-9999.9,26.5,13.8,-9999.9,310.0,7.7,14000.0,-9999.9,-9999.9,|,-9999.9,101620.0,299.65,-9999.9,286.95,-9999.9,310.0,7.7,-9999.9,-9999.9,14000.0,320.0,6.958529362173728,-3.296796796250277
2017-11-12 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.6,-9999.9,26.4,13.7,-9999.9,320.0,8.2,7000.0,-9999.9,-9999.9,|,-9999.9,101560.0,299.55,-9999.9,286.85,-9999.9,320.0,8.2,-9999.9,-9999.9,7000.0,310.0,-4.3078506358276965,6.977279046978048
2017-11-13 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.8,-9999.9,25.8,14.4,-9999.9,320.0,8.8,7000.0,-9999.9,-9999.9,|,-9999.9,101480.0,298.95,-9999.9,287.55,-9999.9,320.0,8.8,-9999.9,-9999.9,7000.0,310.0,-4.6230592189370405,7.487811660171565
2017-11-13 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.4,-9999.9,25.2,14.5,-9999.9,330.0,8.2,12000.0,-9999.9,-9999.9,|,-9999.9,101540.0,298.35,-9999.9,287.65,-9999.9,330.0,8.2,-9999.9,-9999.9,12000.0,300.0,-0.1811922780852083,-8.197997887189425
2017-11-13 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.6,-9999.9,27.1,13.7,-9999.9,320.0,10.8,16000.0,-9999.9,-9999.9,|,-9999.9,101660.0,300.25,-9999.9,286.85,-9999.9,320.0,10.8,-9999.9,-9999.9,16000.0,310.0,-5.673754495968186,9.189587037483285
2017-11-13 09:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.4,-9999.9,28.1,14.2,-9999.9,320.0,9.8,14000.0,-9999.9,-9999.9,|,-9999.9,101540.0,301.25,-9999.9,287.35,-9999.9,320.0,9.8,-9999.9,-9999.9,14000.0,310.0,-5.148406857452613,8.338699348827426
2017-11-13 12:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.0,-9999.9,26.8,14.4,-9999.9,320.0,10.8,16000.0,-9999.9,-9999.9,|,-9999.9,101400.0,299.95,-9999.9,287.55,-9999.9,320.0,10.8,-9999.9,-9999.9,16000.0,310.0,-5.673754495968186,9.189587037483285
2017-11-13 15:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.5,-9999.9,25.0,15.5,-9999.9,310.0,9.8,20000.0,-9999.9,-9999.9,|,-9999.9,101450.0,298.15,-9999.9,288.65,-9999.9,310.0,9.8,-9999.9,-9999.9,20000.0,320.0,8.856310097312017,-4.195923195227626
2017-11-13 18:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.1,-9999.9,24.5,16.1,-9999.9,300.0,8.8,20000.0,-9999.9,-9999.9,|,-9999.9,101510.0,297.65,-9999.9,289.25,-9999.9,300.0,8.8,-9999.9,-9999.9,20000.0,330.0,-8.72254963144582,-1.164958337007977
2017-11-13 21:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.5,-9999.9,24.0,15.9,-9999.9,300.0,6.7,16000.0,-9999.9,-9999.9,|,-9999.9,101450.0,297.15,-9999.9,289.05,-9999.9,300.0,6.7,-9999.9,-9999.9,16000.0,330.0,-6.641032105759885,-0.886956915676528
2017-11-14 00:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.9,-9999.9,23.1,12.9,-9999.9,290.0,6.2,14000.0,-9999.9,-9999.9,|,-9999.9,101390.0,296.25,-9999.9,286.05,-9999.9,290.0,6.2,-9999.9,-9999.9,14000.0,340.0,4.709943522044794,4.031926589007826
2017-11-14 03:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.6,-9999.9,23.0,15.2,-9999.9,290.0,6.2,14000.0,-9999.9,-9999.9,|,-9999.9,101460.0,296.15,-9999.9,288.35,-9999.9,290.0,6.2,-9999.9,-9999.9,14000.0,340.0,4.709943522044794,4.031926589007826
2017-11-14 06:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.8,-9999.9,24.4,17.0,-9999.9,300.0,7.7,20000.0,-9999.9,-9999.9,|,-9999.9,101580.0,297.55,-9999.9,290.15,-9999.9,300.0,7.7,-9999.9,-9999.9,20000.0,330.0,-7.632230927515092,-1.0193385448819798
2017-11-14 09:00:00,0.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.0,-9999.9,26.8,17.2,-9999.9,300.0,9.3,16000.0,-9999.9,-9999.9,|,-9999.9,101400.0,299.95,-9999.9,290.35,-9999.9,300.0,9.3,-9999.9,-9999.9,16000.0,330.0,-9.218149042323423,-1.2311491516107032
2017-11-14 12:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1013.3,-9999.9,26.9,19.7,-9999.9,310.0,8.8,14000.0,-9999.9,-9999.9,|,-9999.9,101330.0,300.05,-9999.9,292.85,-9999.9,310.0,8.8,-9999.9,-9999.9,14000.0,320.0,7.952604985341404,-3.767767767143174
2017-11-14 15:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.5,-9999.9,25.9,14.9,-9999.9,330.0,6.2,16000.0,-9999.9,-9999.9,|,-9999.9,101450.0,299.05,-9999.9,288.05,-9999.9,330.0,6.2,-9999.9,-9999.9,16000.0,300.0,-0.13699903952784045,-6.198486207387127
2017-11-14 18:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.3,-9999.9,24.8,15.6,-9999.9,320.0,5.1,14000.0,-9999.9,-9999.9,|,-9999.9,101530.0,297.95,-9999.9,288.75,-9999.9,320.0,5.1,-9999.9,-9999.9,14000.0,310.0,-2.679272956429421,4.339527212144883
2017-11-14 21:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.5,-9999.9,23.9,15.0,-9999.9,320.0,3.1,16000.0,-9999.9,-9999.9,|,-9999.9,101450.0,297.05,-9999.9,288.15,-9999.9,320.0,3.1,-9999.9,-9999.9,16000.0,310.0,-1.6285776793982756,2.637751834833165
2017-11-15 00:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1014.2,-9999.9,23.1,18.1,-9999.9,270.0,3.1,16000.0,-9999.9,-9999.9,|,-9999.9,101420.0,296.25,-9999.9,291.25,-9999.9,270.0,3.1,-9999.9,-9999.9,16000.0,0.0,3.1,0.0
2017-11-15 03:00:00,1.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1015.0,-9999.9,22.6,17.8,-9999.9,280.0,2.6,16000.0,-9999.9,-9999.9,|,-9999.9,101500.0,295.75,-9999.9,290.95,-9999.9,280.0,2.6,-9999.9,-9999.9,16000.0,350.0,-0.7374465258736328,-2.493225345105594
2017-11-15 06:00:00,2.0,ADPSFC,SYNOP,41150.0,26.27,50.65,2.0,-9999.9,1016.7,-9999.9,24.5,16.6,-9999.9,300.0,4.1,16000.0,-9999.9,-9999.9,|,-9999.9,101670.0,297.65,-9999.9,289.75,-9999.9,300.0,4.1,-9999.9,-9999.9,16000.0,330.0,-4.063915169196347,-0.5427646797423529
